time_index_volume,nom_exe_buy,nom_exe_sell,nom_new_buy,nom_new_sell,nom_amm_buy,nom_amm_sell,nom_can_buy,nom_can_sell,nom_exe_order_buy_price,nom_exe_order_sell_price,nom_exe_order_buy_volume,nom_exe_order_sell_volume,cluster_group,anomaly_state
2016-04-29 07:00:11.102000$$2016-04-29 07:07:12.101,4.0583146160000005,3.156743363,-0.795654163,-2.581027875,0.32391200800000003,1.4449333640000002,-3.09098099,-2.686026688,-0.434180456,-0.81177436,-1.272198995,-1.091531413,1.0,Not Suspicious
2016-04-29 07:07:12.101000$$2016-04-29 07:14:12.734,1.743802991,1.0357756809999998,-2.368831894,-2.45826677,3.4952863080000003,2.878460327,-3.389905222,-2.360159543,-0.7145428659999999,-0.684954334,-1.4854224530000002,-1.468718269,1.0,Not Suspicious
2016-04-29 07:14:12.734000$$2016-04-29 07:21:13.219,-0.420659258,-0.162881951,-0.42327964700000004,0.799286837,1.056438427,-0.062183279,-0.465378461,-0.37533238799999996,-0.816827965,-0.786129799,-0.525858525,-0.515498551,0.0,Not Suspicious
2016-04-29 07:21:13.219000$$2016-04-29 07:28:13.393,-0.979593183,-0.75702925,0.17502996899999998,1.11495825,0.49832306,-0.38597787100000003,0.147878468,0.31590095,-0.950863855,-0.919923539,-0.063514718,-0.056211555999999996,2.0,Not Suspicious
2016-04-29 07:28:13.393000$$2016-04-29 07:35:13.686,-0.266858647,-0.055797263,0.0034866529999999997,-0.8053761779999999,1.0971343390000001,0.288103597,-0.946122586,0.335650474,-1.0359073159999999,-1.002574279,-0.828529042,-0.816167945,0.0,Not Suspicious
2016-04-29 07:35:13.686000$$2016-04-29 07:42:13.731,-0.06429199,0.051287424000000005,-0.41909566299999995,-0.581775594,1.364564619,0.255724137,-1.0878804690000001,0.101947774,-0.809125985,-0.7776071840000001,-1.40274254,-1.386584999,0.0,Not Suspicious
2016-04-29 07:42:13.731000$$2016-04-29 07:49:20.427,-0.323127163,-0.12833850300000002,-1.5738750609999999,-0.6519247970000001,1.7453620840000001,1.321302701,-0.42531645,-0.862487311,-0.485502337,-0.458975339,-0.34182484399999996,-0.328397702,0.0,Not Suspicious
2016-04-29 07:49:20.427000$$2016-04-29 07:56:20.610,-0.9458320729999999,-0.981561659,-0.013249281000000002,-0.700152373,0.60006284,1.4125539040000001,0.150960161,-0.11858857699999999,-0.505476457,-0.47666351,0.0060311290000000005,0.021982366,0.0,Not Suspicious
2016-04-29 07:56:20.610000$$2016-04-29 08:03:22.474,-1.0996326840000001,-1.0817376570000001,1.137346134,-0.296794457,0.40530383200000003,0.391129148,-0.363682588,0.816222223,-0.67354822,-0.643660015,-0.555938804,-0.545379953,2.0,Not Suspicious
2016-04-29 08:03:22.474000$$2016-04-29 08:10:22.701,-0.750767885,-0.9159291079999999,-0.285208197,0.426619197,0.286122946,-0.232911337,0.523845027,0.816222223,-0.67002816,-0.640182291,-1.6317582290000001,-1.614086538,2.0,Not Suspicious
2016-04-29 08:10:22.701000$$2016-04-29 08:17:24.757,-0.289366054,-0.622309804,-0.645030763,0.023261281,0.582621735,-0.194644703,0.092407992,0.7931811120000001,-0.516402693,-0.48840448200000003,-0.219852795,-0.211515995,2.0,Not Suspicious
2016-04-29 08:17:24.757000$$2016-04-29 08:24:26.815,-0.964588245,-1.116281105,-0.757998313,1.59723402,0.32391200800000003,-0.24174209800000002,1.007670846,0.134863647,-0.383431695,-0.357032729,0.059791417,0.066279333,2.0,Not Suspicious
2016-04-29 08:24:26.815000$$2016-04-29 08:31:28.033,0.044493807999999996,-0.010890781,-1.4985633619999998,-1.3665698,1.6785045140000001,0.30870870699999997,-0.71191391,0.691141905,-0.22059934899999997,-0.19521262600000003,-0.398523454,-0.035577187,0.0,Not Suspicious
2016-04-29 08:31:28.033000$$2016-04-29 08:38:28.163,-0.491932711,-0.639581528,0.371677186,0.544995977,0.8180766559999999,-0.518439294,-0.733485761,0.7800147620000001,-0.26496985100000003,-0.243743679,-0.18316546,-0.703258719,2.0,Not Suspicious
2016-04-29 08:38:28.163000$$2016-04-29 08:45:29.856,-0.8295438070000001,-0.891748695,0.396781085,1.636692946,-1.382409454,0.034955098,1.855136451,-0.418123023,-0.174380077,-0.150495379,1.051696899,1.051626777,2.0,Not Suspicious
2016-04-29 08:45:29.856000$$2016-04-29 08:52:59.100,-0.844548745,-0.9781073140000001,0.647820085,-0.200339303,0.835517761,-0.665618654,-0.668770206,1.8267395309999999,-0.30095063,-0.275543665,-1.069047878,-1.055096578,2.0,Not Suspicious
2016-04-29 08:52:59.100000$$2016-04-29 09:00:01.851,-0.713255541,-0.660307596,-3.523611292,0.865051715,-0.533609,-0.503721358,3.74729602,0.539728888,-0.23723828800000002,-0.21857401699999998,-0.913576956,-1.069926288,2.0,Not Suspicious
2016-04-29 09:00:01.851000$$2016-04-29 09:07:03.225,0.074503683,-0.180153675,2.1958939159999997,-0.301178782,-0.350477395,-1.171915651,-1.30668068,1.7049508000000002,-0.342618229,-0.316710127,-0.7134642170000001,-0.7018638779999999,2.0,Not Suspicious
2016-04-29 09:07:03.225000$$2016-04-29 09:14:12.601,-0.7845289940000001,-1.057557244,0.936514935,1.0798836490000001,-1.0364942,-0.232911337,1.053896242,0.457439205,-0.30379404,-0.278352877,-0.533362752,-0.522953164,2.0,Not Suspicious
2016-04-29 09:14:12.601000$$2016-04-29 09:21:12.602,0.018235167,-0.269966638,0.8821231509999999,0.37839162,-0.920220165,-0.818685188,0.30812651,0.8853455570000001,-0.277171739,-0.253511992,-0.526692328,-0.516326841,2.0,Not Suspicious
2016-04-29 09:21:12.602000$$2016-04-29 09:28:12.743,-0.14681914599999998,0.061650459000000005,-0.222448447,0.943969568,-0.056885457,-0.1033935,0.34818852,-0.651825723,-0.320858195,-0.29521180199999997,-0.0026370879999999997,0.004263579,2.0,Not Suspicious
2016-04-29 09:28:12.743000$$2016-04-29 09:35:13.527,-0.11680927099999999,-0.162881951,0.999274685,-0.235413905,-0.18769374600000002,-0.7244903979999999,-0.44380660899999996,1.142089368,-0.579260904,-0.550506695,0.177871273,0.183578498,2.0,Not Suspicious
2016-04-29 09:35:13.527000$$2016-04-29 09:42:21.641,-1.073374043,-0.919383453,-0.599006946,0.48361542399999996,0.001251561,0.43822654299999997,1.31892185,0.022949677999999998,-0.365420969,-0.339238618,-1.435350911,-1.4189777780000001,2.0,Not Suspicious
2016-04-29 09:42:21.641000$$2016-04-29 09:49:31.049,-0.641982087,-0.615401114,1.338177334,0.44415649799999996,-1.1295134279999999,-0.709772462,0.739563545,1.043341748,-0.49954560000000003,-0.473898135,0.390294281,0.394597059,2.0,Not Suspicious
2016-04-29 09:49:31.049000$$2016-04-29 09:56:32.101,-0.735762947,-0.7363031809999999,0.26707760199999997,0.189865638,-0.019096395,-0.23879851100000002,0.428312541,0.829388572,-0.519216523,-0.491184469,0.06726562700000001,0.073704128,2.0,Not Suspicious
2016-04-29 09:56:32.101000$$2016-04-29 10:03:32.102,-0.769524057,-0.833024834,-0.092744964,-0.28802580699999997,-0.966729779,2.428091486,1.7226236469999998,-1.7084252530000001,-0.606992468,-0.57790473,-1.3782820930000002,-1.3622862740000001,0.0,Not Suspicious
2016-04-29 10:03:32.102000$$2016-04-29 10:10:32.242,0.033240105,0.19636990399999998,2.271205616,-2.572259224,-0.577211763,1.003395285,-1.0878804690000001,0.622018571,-0.654465207,-0.624806514,-0.653430396,-0.642226973,0.0,Not Suspicious
2016-04-29 10:10:32.242000$$2016-04-29 10:17:33.546,-0.6757431970000001,-0.31487312,-2.142896794,0.062720207,1.8529155659999998,1.33307705,0.166368627,-1.241019853,-0.5882200479999999,-0.559358087,-0.9125497109999999,-0.899633107,0.0,Not Suspicious
2016-04-29 10:17:33.546000$$2016-04-29 10:24:37.632,-0.394400617,-0.010890781,0.233605736,-0.21349227899999998,-0.5539569560000001,0.082052493,0.7426452379999999,0.078906663,-0.7731747859999999,-0.731140116,-0.342145025,-0.437334448,0.0,Not Suspicious
2016-04-29 10:24:37.632000$$2016-04-29 10:31:38.464,-0.10180433400000001,-0.10415809,0.036958519,0.12410076,-0.266178719,0.188021632,0.338943441,-0.204169847,-0.9799154409999999,-0.946342551,0.10255217400000001,0.108757375,0.0,Not Suspicious
2016-04-29 10:31:38.464000$$2016-04-29 10:38:38.647,-0.563206165,-0.663761941,0.999274685,-0.717689674,-0.289433526,1.380174445,0.033855823,-0.3720408,-1.060987742,-1.026439794,0.685003646,0.687357937,0.0,Not Suspicious
2016-04-29 10:38:38.647000$$2016-04-29 10:45:39.312,-0.11680927099999999,-0.02470816,0.932330951,-1.4060287269999998,-0.382452754,0.667826345,-0.18494438800000002,0.332358887,-1.036580269,-1.00232587,-0.098571134,-0.091036195,0.0,Not Suspicious
2016-04-29 10:45:39.312000$$2016-04-29 10:52:40.098,0.775984516,0.44853707200000004,0.08298233599999999,0.224940239,-1.219625805,-0.332993301,0.594723969,-0.223919371,-1.179438494,-1.151769367,-0.659493812,-0.648250301,0.0,Not Suspicious
2016-04-29 10:52:40.098000$$2016-04-29 10:59:40.099,0.15703084,0.14110038800000002,0.5306685520000001,-1.1342005659999999,-0.7167406040000001,-0.31238819100000004,0.23724756800000002,1.066382859,-1.212331826,-1.175963659,-0.380259831,-0.370862491,0.0,Not Suspicious
2016-04-29 10:59:40.099000$$2016-04-29 11:06:40.598,1.364928317,1.33284933,0.576692369,2.531095282,-0.40861441200000004,0.10265760300000001,-1.1156157070000001,-3.2883871680000003,-0.9486083540000001,-1.074419233,-1.0520282890000001,-1.27379836,1.0,Not Suspicious
2016-04-29 11:06:40.598000$$2016-04-29 11:13:43.622,-0.330629632,-0.646490217,2.133134166,0.207402938,-1.283576524,0.10265760300000001,0.061591060999999996,0.345525236,-1.198599155,-1.162396151,0.044739602999999996,0.051327036,2.0,Not Suspicious
2016-04-29 11:13:43.622000$$2016-04-29 11:20:44.293,0.299577747,0.62125431,0.580876352,-0.016197646,-0.946381823,-0.600859736,0.329698361,0.092073012,-1.138820997,-1.103336946,-0.233750625,-0.225321939,0.0,Not Suspicious
2016-04-29 11:20:44.293000$$2016-04-29 11:27:44.614,0.20204565300000002,0.17564383600000003,-0.670134663,-2.46703542,1.2279426279999999,3.196367744,-0.9738578240000001,-1.8927541430000001,-1.161623737,-1.125865438,-1.1748341420000001,-1.16018343,0.0,Not Suspicious
2016-04-29 11:27:44.614000$$2016-04-29 11:34:46.110,-0.96833948,-0.988470348,1.116426218,0.544995977,-1.152768235,0.564800793,1.195654125,-0.095547465,-1.208460499,-1.172138893,0.058080453,0.064579681,2.0,Not Suspicious
2016-04-29 11:34:46.110000$$2016-04-29 11:41:46.703,-0.15807285,-0.428866497,0.049510469,0.20301861300000001,0.294843499,-0.383034284,-0.21576131899999998,0.68455873,-0.971662528,-0.938188895,-0.36993734899999997,-0.36060825700000004,2.0,Not Suspicious
2016-04-29 11:41:46.703000$$2016-04-29 11:48:50.523,-0.62697715,-0.67757932,0.329837352,0.466078124,-0.12664987800000002,-0.783362142,0.406740689,1.175005241,-0.8399376009999999,-1.4855285809999998,0.432031128,0.43605796,2.0,Not Suspicious
2016-04-29 11:48:50.523000$$2016-04-29 11:55:52.055,-0.143067912,-0.5014077370000001,-0.47767143,1.084267974,-0.539422701,-0.247629273,1.044651163,-0.056048417,-0.7505791079999999,-0.719764451,0.124784699,0.130842909,2.0,Not Suspicious
2016-04-29 11:55:52.055000$$2016-04-29 12:02:52.496,0.775984516,0.555621759,0.34657328600000004,0.676525732,-0.303967781,-1.531033289,-0.57323772,0.674683968,-0.7505791079999999,-0.7258541209999999,0.422175575,0.426267569,0.0,Not Suspicious
2016-04-29 12:02:52.496000$$2016-04-29 12:09:52.651,3.435609705,3.1498346739999996,-1.477643445,-0.638771821,-0.612093973,-0.477229074,-1.0878804690000001,-1.9849185880000002,1.243109547,1.21813512,0.576936097,0.563379439,1.0,Not Suspicious
2016-04-29 12:09:52.651000$$2016-04-29 12:16:54.479,2.719123935,2.5660504090000003,-0.879333829,-1.47617793,-0.193507448,0.25278055,-1.380641314,-1.622843983,2.325028766,2.279275642,1.63678986,1.649188562,1.0,Not Suspicious
2016-04-29 12:16:54.479000$$2016-04-29 12:23:55.016,2.730377638,3.9236079,-0.645030763,-0.33186905899999997,-0.760343367,-1.410346214,-0.964612745,-1.90921208,2.253252084,2.245104813,2.71254258,2.701491685,1.0,Not Suspicious
2016-04-29 12:23:55.016000$$2016-04-29 12:30:56.161,0.292075278,0.61434562,-0.25173633,-1.028976762,0.207637973,0.541252095,-0.271231795,-0.414831436,1.964481465,1.96064745,-0.564897185,-0.554279105,0.0,Not Suspicious
2016-04-29 12:30:56.161000$$2016-04-29 12:37:56.231,0.5396567489999999,0.455445761,0.886307135,0.071488858,-1.394036857,0.8120621170000001,0.382087144,-1.3957244569999998,1.77678315,1.777201165,-0.718850585,-0.7072146340000001,0.0,Not Suspicious
2016-04-29 12:37:56.231000$$2016-04-29 12:44:56.241,1.4437042390000001,0.866512788,0.547404485,-0.029350621,-0.6992994990000001,-0.6244084329999999,-0.8505901,-0.105422227,1.45388422,1.4006096890000002,0.25260004,0.25781319199999997,0.0,Not Suspicious
2016-04-29 12:44:56.241000$$2016-04-29 12:52:02.006,1.0048098140000001,1.3604840880000002,0.367493202,0.479231099,-1.286483375,-1.316151424,0.268064499,-0.184420323,1.108574489,1.11364632,-0.773868247,-0.761868544,0.0,Not Suspicious
2016-04-29 12:52:02.006000$$2016-04-29 12:59:08.877,0.44962712299999996,0.91141927,0.8779391679999999,1.228950705,-1.742858962,-1.6664383000000003,0.832014338,0.07232348799999999,1.245520345,1.2523278690000001,-0.86219134,-0.849607683,2.0,Not Suspicious
2016-04-29 12:59:08.877000$$2016-04-29 13:06:11.215,0.96729747,1.429570983,0.484644735,0.531843001,-1.551006804,-1.7429715669999999,0.493028096,0.18752904399999998,1.476509478,1.4801918490000001,-0.808701205,-0.7964712009999999,0.0,Not Suspicious
2016-04-29 13:06:11.215000$$2016-04-29 13:13:12.601,0.127020965,0.76633679,0.685475935,1.342943159,-1.6411191809999999,-1.245505331,1.13093857,-0.342416514,1.65709742,1.6589548969999999,-0.8610740440000001,-0.848497774,2.0,Not Suspicious
2016-04-29 13:13:12.601000$$2016-04-29 13:20:14.226,-0.5106888829999999,-0.656853251,1.8528072830000002,1.4306296630000002,-1.606236971,-1.289659139,0.761135397,0.990676351,1.49413566,1.497953082,-0.583947917,-0.573203883,2.0,Not Suspicious
2016-04-29 13:20:14.226000$$2016-04-29 13:27:15.205,0.295826513,-0.235423191,0.19594988600000002,1.601618345,-0.606280271,-2.184509646,0.25573772699999997,1.464664925,1.275947416,1.2823889929999999,-0.89494646,-0.8821462409999999,2.0,Not Suspicious
2016-04-29 13:27:15.205000$$2016-04-29 13:34:15.225,0.494641936,0.7456107209999999,-0.07600903,-0.314331758,-0.333036289,-0.08278839,-4.28e-05,-0.38191556200000004,1.444370445,1.443200848,1.6090909219999998,1.6053355580000002,0.0,Not Suspicious
2016-04-29 13:34:15.225000$$2016-04-29 13:41:15.681,-0.34938580399999997,0.210187283,0.108086236,-0.432708538,-0.240017062,0.19685239399999999,0.465292858,-0.095547465,1.5524200119999998,1.5541336669999999,2.263015994,2.254937169,0.0,Not Suspicious
2016-04-29 13:41:15.681000$$2016-04-29 13:48:15.747,0.018235167,-0.073068987,-1.5696910780000002,-0.945674583,1.652342856,1.4302154280000001,-0.610218037,-0.819696676,1.43442036,1.438590672,2.029414388,2.0228800330000003,0.0,Not Suspicious
2016-04-29 13:48:15.747000$$2016-04-29 13:55:16.707,-0.491932711,-0.100703745,-0.042537164,-0.296794457,0.021599517000000002,0.16741652199999998,0.412904075,0.13157206,0.9924457940000001,0.995239317,0.327045314,0.331766267,0.0,Not Suspicious
2016-04-29 13:55:16.707000$$2016-04-29 14:02:17.005,-0.023028411000000002,-0.052342919,-0.322864047,0.27755214100000003,0.347166814,-0.315331778,-0.114065446,0.19411221899999997,0.7334625709999999,0.746110808,0.92172701,0.922516192,0.0,Not Suspicious
2016-04-29 14:02:17.005000$$2016-04-29 14:09:18.593,-0.446917898,-0.7363031809999999,-0.44001558,0.974659844,0.9953945590000001,-0.892274868,-0.363682588,0.96763524,0.5078755460000001,0.52355474,0.838806962,0.8401443740000001,2.0,Not Suspicious
2016-04-29 14:09:18.593000$$2016-04-29 14:16:18.643,-0.188082725,-0.252694915,-0.770550263,0.610760855,0.7308711290000001,-0.7127160490000001,-0.052431584,0.582519523,0.8520427359999999,0.862881235,0.6338348189999999,0.6365274160000001,2.0,Not Suspicious
2016-04-29 14:16:18.643000$$2016-04-29 14:23:18.720,-0.7395141820000001,-0.48759035799999995,0.463724819,0.352085669,-0.56849121,-0.265290796,0.8689946559999999,0.496938253,1.031776546,1.041154771,-0.325535668,-0.31650014,2.0,Not Suspicious
2016-04-29 14:23:18.720000$$2016-04-29 14:30:19.025,0.036991339,-0.12488415800000001,-0.26428828,0.9702755190000001,0.129152999,-1.03651064,0.024610744,0.54960365,0.979426749,0.988945075,0.5436640189999999,0.546952785,2.0,Not Suspicious
2016-04-29 14:30:19.025000$$2016-04-29 14:37:19.909,-0.754519119,-0.53940553,0.200133869,0.382775945,0.071015982,-0.100449913,0.394413917,0.338942061,0.863734364,0.7262417529999999,1.889922469,1.8843103719999998,2.0,Not Suspicious
2016-04-29 14:37:19.909000$$2016-04-29 14:44:20.024,-0.6832456659999999,-0.6499445620000001,-0.046721147000000005,-0.011813321000000002,0.187290017,0.382298387,0.394413917,0.20069539399999997,0.947428222,0.957820907,0.81168168,0.8131984320000001,2.0,Not Suspicious
2016-04-29 14:44:20.024000$$2016-04-29 14:51:20.209,-0.356888273,-0.656853251,-0.38562379700000005,-0.27487283100000004,0.882027375,0.49415470000000006,-0.35751920200000004,0.27969348899999996,0.5723421870000001,0.58724604,1.023937927,1.024051335,0.0,Not Suspicious
2016-04-29 14:51:20.209000$$2016-04-29 14:58:20.700,-0.47692777399999997,-0.6948510440000001,-0.7036065290000001,0.334548368,1.306427602,-0.44190602700000003,-0.471541847,0.9050950809999999,-0.10870064199999999,-0.08560587199999999,2.429886672,2.420704572,2.0,Not Suspicious
2016-04-29 14:58:20.700000$$2016-04-29 15:05:20.717,-0.31187346,-0.35287091299999995,-0.624110846,-0.393249611,0.93144384,0.270442073,-0.268150102,0.329067299,-0.14282155800000002,-0.120054335,-0.461739068,-0.451803024,0.0,Not Suspicious
2016-04-29 15:05:20.717000$$2016-04-29 15:12:20.892,-0.735762947,-0.687942354,-0.034169197000000005,-0.489704765,0.46053399799999994,0.7679083090000001,0.141715082,0.164487933,-0.517589604,-0.489577117,1.320758482,1.318909445,0.0,Not Suspicious
2016-04-29 15:12:20.892000$$2016-04-29 15:19:20.993,-0.23684877199999999,-0.055797263,-0.57808703,-0.73084265,1.009928813,0.791457007,-0.449969995,-0.28316794300000003,-0.517212455,-0.492846616,0.8047010809999999,0.8161703379999999,0.0,Not Suspicious
2016-04-29 15:19:20.993000$$2016-04-29 15:26:21.969,-0.46567407,-0.280329673,-0.619926863,-0.853603755,1.1639919090000002,0.8709338609999999,-0.39449951899999997,-0.069214767,-0.436905545,-0.40986344700000005,1.965821895,1.959707985,0.0,Not Suspicious
